country,year,sex,cause,age_group,death,
Canada,2010,total,I050,0,1243.3800000000000,
Canada,2010,total,I051,0,445.23000000000000,
Canada,2010,total,I052,0,4.09,
Canada,2010,total,I053,0,24.62,
Canada,2010,total,I054,0,0,
Canada,2010,total,I055,0,14.370000000000000,
Canada,2010,total,I056,0,3.07,
Canada,2010,total,I057,0,0,
Canada,2010,total,I058,0,48,
Canada,2011,total,I000,0,1849,
Canada,2011,total,I001,0,2.14,
Canada,2011,total,I002,0,0,
Canada,2011,total,I003,0,3.2,
Canada,2011,total,I004,0,0,
Canada,2011,total,I005,0,0,
Canada,2011,total,I006,0,8.57,
Canada,2011,total,I007,0,1.06,
Canada,2011,total,I008,0,0,
Canada,2011,total,I009,0,0,
Canada,2011,total,I010,0,0,
Canada,2011,total,I011,0,0,
Canada,2011,total,I012,0,0,
Canada,2011,total,I013,0,0,
Canada,2011,total,I014,0,0,
Canada,2011,total,I015,0,0,
Canada,2011,total,I016,0,0,
Canada,2011,total,I017,0,0,
Canada,2011,total,I018,0,0,
Canada,2011,total,I019,0,0,
Canada,2011,total,I020,0,0,
Canada,2011,total,I021,0,0,
Canada,2011,total,I022,0,3.18,
Canada,2011,total,I023,0,6.45,
Canada,2011,total,I024,0,6.45,
Canada,2011,total,I025,0,0,
Canada,2011,total,I026,0,20.330000000000000,
Canada,2011,total,I027,0,0,
Canada,2011,total,I028,0,0,
Canada,2011,total,I029,0,0,
Canada,2011,total,I030,0,31.12,
Canada,2011,total,I031,0,0,
Canada,2011,total,I032,0,0,
Canada,2011,total,I033,0,0,
Canada,2011,total,I034,0,20.4,
Canada,2011,total,I035,0,5.35,
Canada,2011,total,I036,0,4.24,
Canada,2011,total,I037,0,1.06,
Canada,2011,total,I038,0,0,
Canada,2011,total,I039,0,6.45,
Canada,2011,total,I040,0,1.06,
Canada,2011,total,I041,0,0,
Canada,2011,total,I042,0,7.49,
Canada,2011,total,I043,0,0,
Canada,2011,total,I044,0,5.39,
Canada,2011,total,I045,0,8.57,
Canada,2011,total,I046,0,0,
Canada,2011,total,I047,0,0,
Canada,2011,total,I048,0,7.56,
Canada,2011,total,I049,0,0,
Canada,2011,total,I050,0,1226.92,
Canada,2011,total,I051,0,429.04,
Canada,2011,total,I052,0,3.2,
Canada,2011,total,I053,0,29.02,
Canada,2011,total,I054,0,0,
Canada,2011,total,I055,0,8.55,
Canada,2011,total,I056,0,2.17,
Canada,2011,total,I057,0,0,
Canada,2011,total,I058,0,89.81,
Canada,2012,total,I000,0,1818,
Canada,2012,total,I001,0,5.25,
Canada,2012,total,I002,0,0,
Canada,2012,total,I003,0,8.38,
Canada,2012,total,I004,0,0,
Canada,2012,total,I005,0,0,
Canada,2012,total,I006,0,16.71,
Canada,2012,total,I007,0,1.04,
Canada,2012,total,I008,0,0,
Canada,2012,total,I009,0,0,
Canada,2012,total,I010,0,0,
Canada,2012,total,I011,0,0,
Canada,2012,total,I012,0,1.04,
Canada,2012,total,I013,0,0,
Canada,2012,total,I014,0,0,
Canada,2012,total,I015,0,0,
Canada,2012,total,I016,0,0,
Canada,2012,total,I017,0,0,
Canada,2012,total,I018,0,0,
Canada,2012,total,I019,0,0,
Canada,2012,total,I020,0,0,
Canada,2012,total,I021,0,0,
Canada,2012,total,I022,0,2.09,
Canada,2012,total,I023,0,14.61,
Canada,2012,total,I024,0,8.370000000000000,
Canada,2012,total,I025,0,1.05,
Canada,2012,total,I026,0,20.91,
Canada,2012,total,I027,0,0,
Canada,2012,total,I028,0,0,
Canada,2012,total,I029,0,0,
Canada,2012,total,I030,0,40.790000000000000,
Canada,2012,total,I031,0,0,
Canada,2012,total,I032,0,0,
Canada,2012,total,I033,0,0,
Canada,2012,total,I034,0,11.49,
Canada,2012,total,I035,0,3.14,
Canada,2012,total,I036,0,1.04,
Canada,2012,total,I037,0,4.1900000000000000,
Canada,2012,total,I038,0,0,
Canada,2012,total,I039,0,7.320000000000000,
Canada,2012,total,I040,0,3.12,
Canada,2012,total,I041,0,0,
Canada,2012,total,I042,0,5.24,
Canada,2012,total,I043,0,0,
Canada,2012,total,I044,0,0,
Canada,2012,total,I045,0,7.34,
Canada,2012,total,I046,0,1.04,
Canada,2012,total,I047,0,1.04,
Canada,2012,total,I048,0,0,
Canada,2012,total,I049,0,0,
Canada,2012,total,I050,0,1171.32,
Canada,2012,total,I051,0,431.35,
